id,cuisine
36218,mexican
41622,chinese
34809,mexican
5110,italian
27214,italian
34803,italian
36822,indian
6912,vietnamese
20373,british
29157,italian
6327,mexican
35502,mexican
8305,jamaican
35598,cajun_creole
48538,indian
49358,indian
44506,mexican
39146,indian
29270,italian
20560,mexican
24169,southern_us
41537,greek
10431,italian
31517,italian
34049,chinese
26964,mexican
49655,italian
9101,mexican
30377,french
7046,southern_us
47969,mexican
18971,southern_us
38891,southern_us
29506,thai
40305,italian
21255,cajun_creole
15578,mexican
24894,southern_us
32089,chinese
46097,filipino
40982,italian
12543,indian
38366,french
32925,spanish
17506,chinese
48389,southern_us
41804,korean
9961,vietnamese
24939,indian
39599,indian
45838,mexican
48875,indian
25531,chinese
3009,cajun_creole
31965,italian
16901,italian
13370,italian
2954,vietnamese
40353,southern_us
8207,jamaican
10933,korean
38206,southern_us
14110,mexican
19128,italian
32616,indian
27748,mexican
31858,italian
20510,greek
17602,thai
35665,chinese
46589,indian
8178,mexican
34880,italian
42527,mexican
29682,korean
32166,thai
30343,mexican
15385,cajun_creole
18372,thai
29211,southern_us
23269,chinese
4561,mexican
27365,brazilian
49032,japanese
22064,italian
12060,irish
47834,french
25815,southern_us
34036,chinese
19326,southern_us
44078,thai
31090,southern_us
17485,mexican
708,indian
5350,southern_us
29754,mexican
18309,italian
46871,mexican
27300,british
41890,italian
49548,british
11392,cajun_creole
1354,indian
48819,southern_us
19097,cajun_creole
42113,greek
24060,chinese
25849,mexican
4543,french
25306,southern_us
41966,italian
48719,indian
48191,thai
8826,british
42703,mexican
16083,french
26613,indian
28088,italian
39965,filipino
36239,french
4322,moroccan
9951,italian
3045,mexican
28585,korean
39841,italian
25913,mexican
39715,vietnamese
23135,mexican
47022,indian
24160,mexican
18619,italian
12574,chinese
22681,indian
33692,cajun_creole
538,mexican
22118,chinese
21890,southern_us
36340,italian
27973,italian
12870,spanish
22564,vietnamese
35063,moroccan
7000,indian
11318,moroccan
47001,french
11395,thai
23507,italian
47242,greek
48957,italian
17721,italian
25138,vietnamese
47438,italian
47162,french
42459,russian
6486,russian
24116,indian
31596,korean
38887,chinese
10665,jamaican
13712,french
2633,southern_us
35784,italian
45204,french
46722,southern_us
34949,french
35321,chinese
46430,southern_us
34431,french
30890,british
42132,french
15702,mexican
47719,jamaican
45160,italian
20600,southern_us
10800,greek
30479,greek
9457,southern_us
26571,thai
42942,indian
36635,mexican
43617,chinese
16911,mexican
122,mexican
22340,mexican
37007,greek
23595,italian
25233,italian
5503,korean
47338,indian
44695,chinese
7141,southern_us
14564,italian
19655,southern_us
35326,indian
35922,mexican
28171,italian
1322,italian
14923,mexican
42344,italian
16380,mexican
15233,indian
8338,indian
41014,japanese
30440,mexican
23043,chinese
20788,mexican
14375,southern_us
1184,chinese
34280,italian
46171,cajun_creole
31834,korean
14759,filipino
15855,chinese
6662,italian
15056,indian
34873,japanese
20089,italian
20015,mexican
18402,italian
6418,british
1454,chinese
14070,indian
26424,japanese
27349,indian
26459,korean
13151,italian
12264,italian
18366,thai
46851,indian
18954,mexican
39858,chinese
43500,french
21656,italian
10505,chinese
5313,indian
28951,chinese
19961,indian
1795,greek
9917,italian
26180,mexican
9726,italian
47689,cajun_creole
7866,mexican
41625,mexican
35160,mexican
4430,french
39082,british
46186,indian
11988,russian
24177,chinese
31849,italian
41194,moroccan
36968,mexican
42330,chinese
36791,thai
19704,italian
4933,greek
4255,mexican
37105,italian
35848,mexican
17416,mexican
39066,japanese
36270,cajun_creole
24406,chinese
20517,french
27630,mexican
19670,southern_us
4685,italian
45260,italian
378,chinese
40841,british
27632,japanese
12193,italian
38047,mexican
10170,italian
25043,thai
23851,italian
14743,korean
13294,spanish
26466,chinese
32002,southern_us
37526,southern_us
8888,italian
38945,southern_us
38546,cajun_creole
38869,french
10556,mexican
3296,french
25977,mexican
32025,mexican
44087,italian
32762,french
824,thai
44636,italian
542,chinese
38218,jamaican
41930,indian
1987,italian
37378,southern_us
8873,mexican
1513,chinese
44013,french
38042,moroccan
11576,chinese
24510,korean
823,italian
23443,filipino
34870,indian
3846,southern_us
14993,southern_us
16854,mexican
5886,mexican
33793,mexican
2999,southern_us
20843,italian
29153,chinese
33790,moroccan
16516,indian
37887,southern_us
18466,indian
48033,mexican
45404,italian
4175,mexican
31986,italian
38555,indian
26832,italian
19810,thai
49086,mexican
39579,cajun_creole
25551,jamaican
42549,indian
22052,mexican
45632,italian
4143,mexican
11310,italian
32839,japanese
48171,korean
22896,mexican
10878,mexican
31643,mexican
47624,thai
35141,italian
13498,filipino
24566,french
16533,filipino
15437,mexican
19426,greek
32416,mexican
2427,greek
9178,italian
40606,indian
28450,japanese
7946,italian
21756,greek
17843,southern_us
44066,cajun_creole
7427,chinese
11297,french
42965,italian
23067,french
35066,thai
27938,greek
39075,greek
20200,chinese
19823,italian
12336,chinese
34714,mexican
45388,vietnamese
25639,greek
33985,southern_us
25524,thai
19641,chinese
11106,chinese
22165,italian
35412,greek
23475,japanese
1570,mexican
12815,mexican
37253,indian
16900,southern_us
7701,southern_us
49391,mexican
1132,italian
13051,mexican
2284,japanese
21410,british
25604,greek
45746,thai
35911,filipino
26608,japanese
16991,french
40657,mexican
47960,french
38408,southern_us
1295,vietnamese
40139,greek
38538,southern_us
26420,spanish
10326,thai
5181,mexican
18210,indian
3241,southern_us
27062,italian
41527,thai
45484,mexican
38755,southern_us
47246,italian
164,spanish
723,japanese
299,italian
1519,italian
34077,japanese
45254,indian
34760,french
11154,mexican
26274,french
15081,italian
45100,mexican
1417,southern_us
32083,italian
29971,italian
17679,cajun_creole
36539,indian
34975,chinese
4633,southern_us
10321,southern_us
35565,indian
26919,chinese
9549,italian
31863,mexican
22053,southern_us
19443,greek
18540,italian
23354,italian
13859,french
23904,thai
6675,french
18595,southern_us
12967,chinese
17283,irish
23211,indian
14358,mexican
31398,french
42650,italian
25258,indian
18457,vietnamese
11810,indian
9499,cajun_creole
11943,thai
6810,chinese
34323,italian
23296,chinese
45927,italian
45196,southern_us
19917,japanese
20210,italian
41629,chinese
39907,mexican
4956,mexican
37058,cajun_creole
20859,chinese
3315,italian
4401,vietnamese
21361,italian
44164,southern_us
26391,italian
47771,italian
44140,greek
43739,indian
12481,greek
12292,vietnamese
15965,indian
23409,chinese
39005,chinese
2774,indian
14529,japanese
16926,mexican
26890,brazilian
9663,chinese
43052,thai
24193,southern_us
5476,italian
10048,italian
1981,italian
12194,indian
22202,southern_us
7626,japanese
37365,mexican
44144,indian
37723,filipino
47194,southern_us
30827,italian
33108,indian
2075,cajun_creole
6326,italian
11083,mexican
30311,japanese
45371,greek
18232,indian
9768,japanese
6648,southern_us
35650,spanish
23013,southern_us
6669,russian
42670,mexican
18155,mexican
44622,vietnamese
28426,mexican
23743,mexican
14176,brazilian
9576,italian
36577,italian
16671,italian
22964,irish
16424,french
47225,indian
17565,french
36401,italian
30314,italian
32982,southern_us
21866,french
1475,vietnamese
13053,italian
33983,british
24051,italian
22800,spanish
16561,chinese
2740,southern_us
219,mexican
48737,southern_us
2164,moroccan
13579,italian
71,russian
12420,cajun_creole
35209,mexican
11472,indian
43172,chinese
24927,cajun_creole
37102,italian
10743,chinese
27874,mexican
9565,brazilian
21419,greek
767,filipino
28308,italian
37605,italian
9558,irish
31527,southern_us
2419,chinese
7541,vietnamese
11400,greek
23487,mexican
8087,filipino
21906,italian
48830,mexican
37328,southern_us
45490,italian
9710,italian
16153,mexican
39537,moroccan
13923,filipino
8120,spanish
12923,southern_us
1556,southern_us
6871,japanese
34201,indian
36146,jamaican
33170,southern_us
20082,mexican
26517,southern_us
15214,cajun_creole
34092,mexican
40902,cajun_creole
44452,greek
2083,italian
44897,mexican
17850,jamaican
26693,southern_us
19618,italian
35589,indian
46084,southern_us
17256,mexican
47570,mexican
32796,indian
27047,mexican
39487,italian
130,thai
17627,southern_us
29072,southern_us
1108,southern_us
22666,mexican
41630,southern_us
27289,italian
42299,southern_us
36078,italian
7098,southern_us
46999,italian
28791,chinese
39576,mexican
2447,french
22449,cajun_creole
23828,indian
5660,french
47460,indian
17912,southern_us
12288,french
44037,italian
20875,thai
6500,greek
13813,greek
4907,indian
38186,italian
9816,mexican
8170,french
21681,chinese
42384,mexican
35366,italian
34244,chinese
35421,mexican
33457,mexican
28026,filipino
38122,indian
21362,french
42253,cajun_creole
21994,italian
34457,chinese
40229,british
10181,indian
38257,moroccan
40992,indian
15617,russian
34754,thai
45459,italian
31295,spanish
44977,southern_us
18322,japanese
23257,mexican
10084,italian
16445,indian
10594,indian
26828,greek
47643,chinese
49680,japanese
27446,italian
8731,italian
37341,mexican
42241,japanese
13669,french
21403,mexican
688,mexican
23894,mexican
35753,italian
44692,italian
235,mexican
20982,moroccan
10166,mexican
2187,italian
5022,thai
49037,italian
44478,italian
8912,southern_us
8919,italian
23856,southern_us
14647,mexican
48870,filipino
14377,mexican
18548,french
39591,italian
46746,italian
31926,italian
10159,thai
11342,korean
32421,cajun_creole
19969,italian
3029,southern_us
39565,southern_us
7426,southern_us
20624,italian
4385,southern_us
18761,cajun_creole
46710,japanese
46241,southern_us
14208,indian
29323,filipino
40663,italian
32391,mexican
9506,italian
35402,italian
48796,italian
4657,thai
2404,vietnamese
36923,southern_us
41762,italian
19344,chinese
19876,italian
39452,southern_us
19209,indian
35461,thai
5784,mexican
40345,irish
24765,spanish
25563,cajun_creole
40680,mexican
36932,cajun_creole
28106,mexican
12717,mexican
40100,italian
6960,filipino
20724,chinese
24433,italian
32118,chinese
22353,italian
23040,mexican
46246,italian
36642,southern_us
21579,italian
24073,indian
16775,mexican
24732,italian
24221,moroccan
33300,indian
34971,thai
19777,thai
24337,italian
24709,japanese
28557,italian
8963,italian
31515,korean
22575,chinese
11011,mexican
42030,italian
48012,cajun_creole
13623,french
49552,mexican
5702,chinese
3847,italian
34221,italian
4312,italian
35834,moroccan
11849,cajun_creole
38290,indian
3064,southern_us
30099,mexican
37354,mexican
27877,italian
45642,southern_us
10629,italian
17557,mexican
3725,mexican
49507,french
5560,moroccan
42239,italian
29559,thai
46028,french
26523,mexican
28313,italian
32502,thai
43610,filipino
35563,italian
22160,chinese
11258,chinese
36220,italian
15974,spanish
30449,indian
29676,mexican
29951,korean
2268,mexican
36813,mexican
28096,mexican
40471,mexican
6545,french
33598,indian
22338,mexican
41918,korean
2133,mexican
42259,thai
11056,mexican
7034,italian
17040,vietnamese
35238,french
46155,southern_us
23356,italian
3909,greek
22107,mexican
1656,mexican
9302,southern_us
19473,italian
13566,southern_us
23424,italian
4139,mexican
15970,southern_us
47732,moroccan
37251,french
44870,thai
9773,italian
2131,cajun_creole
6381,italian
9613,spanish
47364,chinese
34376,spanish
26408,indian
4763,italian
18982,mexican
2766,chinese
19247,chinese
13462,french
19678,french
22814,french
18582,greek
3124,japanese
19347,greek
8812,cajun_creole
22037,southern_us
15423,italian
35960,mexican
49336,mexican
1255,mexican
17646,cajun_creole
20631,italian
19492,mexican
22895,french
18607,italian
34569,chinese
48356,spanish
12252,southern_us
21071,italian
22458,italian
19585,southern_us
15597,british
15038,southern_us
20028,mexican
29764,mexican
17206,french
40901,mexican
37954,chinese
16933,mexican
42657,korean
21846,chinese
33834,italian
25873,greek
5938,mexican
34762,brazilian
39835,french
5805,indian
13914,filipino
45924,indian
41460,italian
37287,italian
25059,italian
34872,italian
7524,thai
10427,vietnamese
8014,italian
14740,cajun_creole
24329,southern_us
38514,thai
12665,thai
24655,french
7078,chinese
15995,southern_us
15861,italian
30662,mexican
17836,italian
2078,italian
3600,italian
46302,indian
28375,southern_us
34839,mexican
18345,greek
23205,french
34763,southern_us
26692,cajun_creole
10317,vietnamese
11767,chinese
36881,french
33468,chinese
20669,mexican
18159,vietnamese
22891,greek
39588,italian
35941,chinese
15981,mexican
26013,chinese
5076,filipino
1573,italian
39380,french
13845,southern_us
35146,indian
32924,southern_us
9567,greek
35203,french
39666,french
17786,thai
21936,italian
8668,indian
41339,greek
32268,italian
29706,mexican
42032,jamaican
8105,southern_us
11218,southern_us
7159,italian
47817,russian
1572,indian
38720,italian
14780,mexican
31839,italian
6501,southern_us
39533,southern_us
22820,southern_us
9619,southern_us
14025,greek
19697,italian
5370,southern_us
32639,jamaican
15249,chinese
47776,greek
48134,brazilian
24141,chinese
4117,chinese
20578,southern_us
47585,jamaican
20326,brazilian
43932,italian
29704,chinese
12447,cajun_creole
38117,italian
2684,italian
25371,mexican
25518,chinese
27083,italian
16073,indian
45667,cajun_creole
44188,spanish
44888,mexican
41594,indian
1061,chinese
6536,italian
31586,korean
9792,japanese
40395,thai
24861,italian
32253,indian
31082,french
19298,jamaican
6600,chinese
46939,southern_us
6092,irish
36600,indian
45979,italian
46910,southern_us
14174,cajun_creole
10609,vietnamese
28647,moroccan
19066,moroccan
16803,mexican
49114,southern_us
14664,italian
39670,french
4583,indian
31121,greek
12589,korean
22551,greek
11817,southern_us
22003,indian
42091,italian
45966,japanese
6811,italian
2711,italian
44757,filipino
5349,spanish
30294,vietnamese
48944,indian
44048,italian
411,southern_us
44998,japanese
18078,thai
48533,greek
16485,vietnamese
32939,southern_us
11808,italian
23059,chinese
16466,cajun_creole
7315,southern_us
13178,indian
2751,italian
41395,cajun_creole
20534,italian
12111,southern_us
38708,southern_us
37481,mexican
28048,mexican
13123,italian
2174,italian
17190,cajun_creole
25756,mexican
38180,filipino
26892,cajun_creole
23757,thai
8553,spanish
36272,thai
35224,southern_us
5203,southern_us
23565,southern_us
31420,thai
43491,chinese
38773,italian
15223,indian
17763,french
24528,italian
21704,french
45329,mexican
48876,southern_us
3741,mexican
47710,greek
9182,french
13782,mexican
3369,korean
11985,southern_us
39817,chinese
26869,italian
37461,indian
24217,mexican
2474,indian
45929,french
12768,southern_us
924,mexican
13258,irish
7955,cajun_creole
37056,southern_us
17934,mexican
5843,british
46881,italian
4049,mexican
24173,southern_us
4683,italian
32612,chinese
11314,mexican
13550,japanese
2483,indian
9573,italian
34113,chinese
37865,korean
36951,brazilian
4703,indian
10734,indian
40444,jamaican
44334,southern_us
35991,french
34020,southern_us
3743,japanese
18305,thai
7877,spanish
10606,italian
30584,vietnamese
9266,japanese
35196,mexican
41070,southern_us
25930,filipino
48564,spanish
14213,indian
6618,mexican
18479,cajun_creole
10279,italian
30750,cajun_creole
45701,italian
22947,japanese
6467,indian
16365,indian
7184,italian
23270,mexican
41805,southern_us
7537,indian
18616,southern_us
42857,indian
37906,italian
16846,italian
573,mexican
26657,irish
12408,southern_us
38232,mexican
33447,british
40227,mexican
35760,italian
1385,french
47866,italian
30871,filipino
22604,chinese
39397,mexican
38782,jamaican
45343,italian
26112,indian
10209,italian
31702,moroccan
37943,filipino
23471,mexican
3529,vietnamese
46794,mexican
16626,mexican
32361,japanese
20932,southern_us
11183,indian
33661,italian
12681,mexican
2450,mexican
23979,southern_us
18465,greek
28234,italian
47449,mexican
33869,indian
4924,mexican
18862,thai
30556,indian
35762,irish
7396,jamaican
21232,mexican
18299,chinese
35468,french
42838,italian
33972,cajun_creole
46021,southern_us
1627,italian
28873,italian
38927,mexican
25262,korean
19152,greek
11061,moroccan
27000,italian
37396,chinese
47358,italian
47825,filipino
24681,italian
37706,french
44056,italian
38298,italian
30788,italian
36144,mexican
21792,korean
31745,thai
15104,french
30589,thai
14235,indian
2608,italian
34828,southern_us
3282,greek
4336,southern_us
25666,jamaican
17831,indian
17008,cajun_creole
35845,mexican
19494,indian
30797,italian
33763,mexican
19950,french
23089,mexican
32074,chinese
49640,southern_us
8403,chinese
15879,italian
7949,russian
31483,thai
32928,vietnamese
27647,southern_us
34616,spanish
21113,french
41599,cajun_creole
23924,chinese
36335,italian
36194,italian
10980,mexican
45999,italian
3943,mexican
188,italian
5799,spanish
20964,southern_us
2716,french
5464,italian
17640,italian
39437,filipino
14835,thai
3094,irish
14826,french
30173,mexican
37811,cajun_creole
22363,korean
6369,vietnamese
26850,jamaican
48887,italian
44405,french
21477,indian
32697,indian
38843,cajun_creole
20076,mexican
26429,mexican
35648,chinese
41794,italian
22100,italian
30216,southern_us
17656,italian
17317,southern_us
4928,italian
43965,mexican
6404,jamaican
12274,chinese
6651,southern_us
40406,southern_us
40933,southern_us
23419,mexican
37867,mexican
28834,italian
23912,chinese
4791,thai
36354,japanese
32298,italian
44577,southern_us
48859,chinese
32485,mexican
8394,spanish
7708,italian
38385,filipino
22622,thai
29716,thai
44462,mexican
9422,mexican
22499,mexican
36,mexican
434,italian
5479,mexican
42420,southern_us
47346,spanish
44568,mexican
38650,greek
19191,italian
22848,moroccan
17886,mexican
6036,french
38608,spanish
12890,japanese
15709,southern_us
13125,southern_us
48454,italian
36627,italian
47884,italian
28,southern_us
45365,italian
40795,thai
17651,indian
1530,italian
17604,japanese
4700,mexican
24972,mexican
23525,mexican
7092,italian
43757,brazilian
4808,mexican
7249,southern_us
27589,southern_us
47523,vietnamese
44244,french
10383,korean
37285,mexican
21332,chinese
7311,italian
28052,italian
31653,italian
1740,italian
5484,italian
41406,southern_us
41907,southern_us
46515,mexican
38392,italian
15925,thai
5094,greek
31816,italian
35713,southern_us
31296,mexican
41640,french
22419,indian
47874,irish
6570,italian
6936,mexican
34063,indian
34141,italian
44572,southern_us
28425,mexican
38481,mexican
18955,italian
46466,cajun_creole
5692,italian
39836,mexican
33718,french
36250,southern_us
286,mexican
29766,italian
20541,southern_us
31173,russian
46440,french
23905,moroccan
37232,cajun_creole
8517,italian
21249,cajun_creole
32700,italian
22845,mexican
45461,italian
1307,jamaican
30010,italian
21646,mexican
28148,italian
26450,jamaican
16602,mexican
9928,british
27063,italian
22273,french
12744,greek
28272,southern_us
30350,chinese
23362,italian
13645,greek
16942,mexican
34970,italian
27829,french
38058,mexican
13256,brazilian
31859,french
43027,southern_us
22235,chinese
2933,cajun_creole
45981,italian
11460,italian
33770,cajun_creole
24399,italian
8006,japanese
48885,italian
42585,mexican
40160,mexican
45541,chinese
22410,mexican
26226,mexican
4591,indian
5457,moroccan
39085,italian
24040,mexican
6576,japanese
34310,cajun_creole
27350,mexican
9968,thai
2464,italian
27952,chinese
43388,mexican
33143,mexican
28083,thai
15927,mexican
10255,southern_us
8011,southern_us
5195,thai
36015,spanish
40910,french
11309,italian
47556,cajun_creole
27958,filipino
27198,mexican
643,italian
40853,indian
15815,japanese
2063,italian
19827,southern_us
33443,chinese
44632,chinese
26773,thai
3203,moroccan
32873,french
24806,vietnamese
45942,french
1324,japanese
32526,japanese
48093,moroccan
48942,italian
8845,italian
11546,italian
44358,mexican
3209,cajun_creole
10553,mexican
44430,italian
44712,italian
16351,indian
44644,italian
31670,indian
49147,greek
19750,korean
48121,chinese
22722,french
9910,italian
14236,italian
48341,italian
23190,thai
20362,italian
44794,southern_us
39419,mexican
13526,british
42270,vietnamese
37208,italian
33824,italian
29953,cajun_creole
16387,chinese
37672,italian
1868,italian
24984,thai
47128,italian
44303,vietnamese
20318,chinese
7513,italian
13261,italian
19259,italian
31103,southern_us
24037,greek
29984,southern_us
28159,southern_us
5318,indian
23962,mexican
2084,spanish
41793,indian
18960,italian
17025,mexican
15510,southern_us
36832,japanese
20643,italian
4154,mexican
10510,vietnamese
45117,southern_us
43403,french
42471,chinese
6942,italian
33309,french
6689,southern_us
48687,italian
9880,italian
25590,italian
21842,mexican
27151,indian
565,japanese
21740,greek
42399,mexican
35928,greek
47060,southern_us
43147,indian
16625,french
16769,italian
12515,southern_us
14731,southern_us
11658,mexican
49467,vietnamese
19749,italian
39723,italian
5722,italian
31967,southern_us
39857,korean
16534,italian
27334,italian
32215,mexican
34903,irish
24990,greek
31307,mexican
38874,mexican
24130,cajun_creole
27816,vietnamese
939,indian
38293,southern_us
7889,southern_us
22114,cajun_creole
24614,japanese
48827,thai
3387,southern_us
41676,italian
3152,mexican
38805,mexican
27078,korean
34940,italian
16855,indian
41891,mexican
36715,japanese
49455,mexican
26522,spanish
28420,italian
329,spanish
18986,mexican
31705,french
7402,italian
10212,southern_us
10640,korean
38014,indian
5172,italian
26986,southern_us
5088,vietnamese
24522,italian
1900,mexican
4801,thai
27932,japanese
30941,greek
42354,mexican
48854,french
39058,italian
34294,french
46593,southern_us
22582,mexican
36937,mexican
34596,jamaican
42570,italian
10147,italian
44796,vietnamese
46819,mexican
30905,mexican
34980,italian
49265,italian
37563,filipino
25673,chinese
14267,vietnamese
32410,southern_us
26392,thai
27384,italian
43045,thai
22576,mexican
11597,greek
22656,italian
47811,greek
7925,russian
14860,japanese
27525,chinese
7798,italian
10848,greek
19062,french
32224,southern_us
11529,italian
12155,british
