id,cuisine
46165,japanese
20860,italian
42494,italian
15968,japanese
20484,thai
26661,indian
47182,mexican
22528,french
3861,spanish
1203,french
45040,french
33287,indian
10097,british
42005,southern_us
12423,spanish
39613,japanese
30276,brazilian
18686,mexican
3031,mexican
40093,italian
182,mexican
46591,mexican
4092,chinese
13722,southern_us
44575,italian
14989,italian
13270,french
25529,cajun_creole
12140,indian
23127,brazilian
13523,italian
41270,italian
8362,thai
11735,southern_us
27935,italian
28198,mexican
37765,indian
33856,vietnamese
30198,french
42521,italian
21567,southern_us
36995,french
24967,thai
45002,moroccan
48925,southern_us
36914,mexican
2280,southern_us
14729,cajun_creole
4594,italian
2237,mexican
45631,moroccan
2317,chinese
23079,cajun_creole
29333,chinese
48066,spanish
15737,italian
30580,jamaican
1119,spanish
46336,moroccan
5026,italian
10749,southern_us
31020,mexican
30805,irish
27653,japanese
35060,mexican
39174,vietnamese
49509,italian
31784,chinese
31408,italian
36029,indian
11045,french
6561,mexican
26992,french
31179,southern_us
35099,mexican
11018,japanese
17930,mexican
21302,italian
46352,chinese
25132,mexican
7010,mexican
25850,southern_us
19601,mexican
7935,italian
34994,filipino
25113,greek
45523,chinese
34977,indian
7124,southern_us
27514,greek
27178,mexican
47880,chinese
29197,spanish
16347,russian
20333,mexican
29112,japanese
7510,italian
13897,mexican
35699,mexican
20520,mexican
38920,mexican
21775,jamaican
37475,japanese
40131,southern_us
1939,mexican
48268,mexican
34815,british
13797,southern_us
39063,chinese
29064,chinese
26896,french
29477,italian
3352,british
4966,mexican
7316,italian
23879,mexican
16525,southern_us
32843,indian
39574,italian
32737,mexican
44788,greek
28772,italian
34189,mexican
33719,southern_us
25846,indian
1423,indian
4328,vietnamese
579,cajun_creole
5219,indian
2314,southern_us
31143,moroccan
13409,chinese
3281,italian
15804,thai
40835,southern_us
39262,korean
37013,indian
14807,jamaican
47956,vietnamese
2580,mexican
13720,mexican
23008,japanese
5951,indian
39312,mexican
6176,southern_us
17617,chinese
57,mexican
43422,jamaican
49403,brazilian
44751,british
21865,mexican
26584,french
39355,korean
14038,mexican
45396,russian
49715,mexican
41515,thai
30445,greek
4090,spanish
17207,thai
40376,british
19398,mexican
22347,vietnamese
49671,mexican
40854,italian
926,chinese
47919,indian
20571,italian
18866,british
48742,mexican
14577,italian
29481,french
40996,italian
34470,spanish
31147,mexican
35932,mexican
27221,italian
48301,spanish
29925,vietnamese
48640,thai
22873,southern_us
10565,cajun_creole
15509,italian
37569,southern_us
13306,chinese
40474,mexican
15182,indian
8609,korean
32168,japanese
1125,spanish
25244,italian
46889,chinese
13841,filipino
47135,moroccan
29036,indian
43533,japanese
41631,irish
22124,italian
18836,cajun_creole
35695,french
5141,indian
41894,moroccan
4972,italian
34195,filipino
14183,irish
15188,chinese
8734,italian
30946,southern_us
5588,italian
49554,southern_us
1270,japanese
1259,chinese
45986,italian
22351,southern_us
300,mexican
9278,mexican
10021,indian
17014,southern_us
40855,italian
18362,chinese
16292,japanese
29924,french
47174,jamaican
4856,italian
15417,italian
19875,british
42228,mexican
36264,mexican
14571,italian
23496,korean
43879,mexican
23431,indian
5499,italian
247,indian
48795,indian
47113,greek
489,indian
13036,japanese
4838,italian
40630,indian
17576,italian
29972,thai
8123,indian
35918,mexican
42669,chinese
24632,italian
35740,mexican
45670,italian
28041,filipino
46688,japanese
10309,thai
15367,indian
30562,southern_us
47151,moroccan
47300,vietnamese
31200,british
5749,french
41807,southern_us
13990,mexican
23572,greek
872,italian
38085,southern_us
5248,filipino
26309,jamaican
26880,mexican
41559,mexican
8059,mexican
26041,thai
30019,indian
7207,indian
30309,french
2092,mexican
8023,chinese
4016,mexican
24631,italian
35068,southern_us
8523,mexican
28463,italian
8629,cajun_creole
43829,cajun_creole
22129,italian
34505,chinese
38200,chinese
36513,japanese
32187,italian
7788,southern_us
31130,indian
40483,irish
2224,southern_us
14143,french
22889,korean
17406,chinese
10451,thai
19844,italian
23416,french
33874,french
39951,filipino
41361,mexican
44659,moroccan
8836,french
21709,japanese
22993,thai
39191,russian
17182,mexican
20507,filipino
42397,greek
18897,french
3797,thai
11041,brazilian
807,japanese
3514,italian
12936,mexican
15050,mexican
43377,cajun_creole
10471,chinese
30721,mexican
14333,indian
6260,chinese
7712,southern_us
19048,southern_us
21455,mexican
18575,cajun_creole
47647,french
35947,mexican
14499,mexican
43525,british
5723,italian
48497,italian
43822,cajun_creole
525,southern_us
30594,mexican
47948,southern_us
2099,indian
43863,italian
24711,mexican
15230,indian
21680,indian
36218,mexican
41622,chinese
34809,italian
5110,southern_us
27214,french
34803,italian
36822,italian
6912,vietnamese
20373,southern_us
29157,japanese
6327,mexican
35502,mexican
8305,jamaican
35598,italian
48538,indian
49358,indian
44506,mexican
39146,indian
29270,italian
20560,mexican
24169,southern_us
41537,italian
10431,italian
31517,thai
34049,chinese
26964,mexican
49655,italian
9101,italian
30377,french
7046,indian
47969,mexican
18971,southern_us
38891,southern_us
29506,thai
40305,italian
21255,cajun_creole
15578,mexican
24894,southern_us
32089,chinese
46097,cajun_creole
40982,italian
12543,indian
38366,french
32925,spanish
17506,filipino
48389,southern_us
41804,korean
9961,vietnamese
24939,indian
39599,indian
45838,mexican
48875,indian
25531,chinese
3009,cajun_creole
31965,italian
16901,italian
13370,italian
2954,vietnamese
40353,southern_us
8207,jamaican
10933,korean
38206,chinese
14110,mexican
19128,italian
32616,indian
27748,mexican
31858,southern_us
20510,spanish
17602,thai
35665,british
46589,indian
8178,mexican
34880,italian
42527,southern_us
29682,indian
32166,thai
30343,korean
15385,cajun_creole
18372,vietnamese
29211,greek
23269,korean
4561,mexican
27365,brazilian
49032,japanese
22064,greek
12060,irish
47834,french
25815,southern_us
34036,chinese
19326,southern_us
44078,thai
31090,southern_us
17485,russian
708,indian
5350,southern_us
29754,southern_us
18309,italian
46871,moroccan
27300,southern_us
41890,cajun_creole
49548,british
11392,southern_us
1354,indian
48819,southern_us
19097,cajun_creole
42113,greek
24060,chinese
25849,mexican
4543,french
25306,southern_us
41966,italian
48719,indian
48191,thai
8826,british
42703,mexican
16083,greek
26613,chinese
28088,italian
39965,southern_us
36239,french
4322,moroccan
9951,french
3045,mexican
28585,greek
39841,italian
25913,mexican
39715,vietnamese
23135,mexican
47022,indian
24160,southern_us
18619,italian
12574,korean
22681,indian
33692,cajun_creole
538,mexican
22118,chinese
21890,irish
36340,british
27973,italian
12870,mexican
22564,vietnamese
35063,moroccan
7000,jamaican
11318,moroccan
47001,southern_us
11395,japanese
23507,italian
47242,greek
48957,italian
17721,italian
25138,southern_us
47438,italian
47162,french
42459,mexican
6486,mexican
24116,french
31596,chinese
38887,chinese
10665,jamaican
13712,spanish
2633,chinese
35784,irish
45204,italian
46722,southern_us
34949,irish
35321,chinese
46430,cajun_creole
34431,french
30890,cajun_creole
42132,irish
15702,mexican
47719,jamaican
45160,french
20600,southern_us
10800,greek
30479,greek
9457,cajun_creole
26571,thai
42942,indian
36635,mexican
43617,filipino
16911,mexican
122,mexican
22340,mexican
37007,italian
23595,french
25233,french
5503,chinese
47338,indian
44695,chinese
7141,southern_us
14564,french
19655,british
35326,indian
35922,mexican
28171,italian
1322,italian
14923,southern_us
42344,italian
16380,mexican
15233,indian
8338,chinese
41014,southern_us
30440,mexican
23043,chinese
20788,italian
14375,southern_us
1184,chinese
34280,french
46171,cajun_creole
31834,korean
14759,mexican
15855,korean
6662,italian
15056,greek
34873,japanese
20089,italian
20015,mexican
18402,italian
6418,southern_us
1454,chinese
14070,chinese
26424,japanese
27349,indian
26459,korean
13151,italian
12264,italian
18366,southern_us
46851,indian
18954,greek
39858,chinese
43500,irish
21656,italian
10505,chinese
5313,indian
28951,japanese
19961,indian
1795,mexican
9917,french
26180,mexican
9726,british
47689,cajun_creole
7866,mexican
41625,mexican
35160,russian
4430,french
39082,southern_us
46186,indian
11988,brazilian
24177,vietnamese
31849,italian
41194,jamaican
36968,mexican
42330,chinese
36791,thai
19704,italian
4933,greek
4255,mexican
37105,italian
35848,mexican
17416,mexican
39066,japanese
36270,cajun_creole
24406,filipino
20517,french
27630,mexican
19670,french
4685,italian
45260,italian
378,japanese
40841,filipino
27632,japanese
12193,italian
38047,mexican
10170,greek
25043,thai
23851,italian
14743,korean
13294,french
26466,chinese
32002,italian
37526,southern_us
8888,mexican
38945,southern_us
38546,cajun_creole
38869,french
10556,mexican
3296,french
25977,mexican
32025,mexican
44087,italian
32762,french
824,thai
44636,italian
542,chinese
38218,jamaican
41930,indian
1987,italian
37378,southern_us
8873,italian
1513,chinese
44013,southern_us
38042,moroccan
11576,vietnamese
24510,irish
823,italian
23443,chinese
34870,indian
3846,southern_us
14993,southern_us
16854,mexican
5886,mexican
33793,italian
2999,cajun_creole
20843,italian
29153,chinese
33790,moroccan
16516,indian
37887,southern_us
18466,indian
48033,mexican
45404,italian
4175,mexican
31986,italian
38555,indian
26832,italian
19810,brazilian
49086,mexican
39579,cajun_creole
25551,jamaican
42549,moroccan
22052,mexican
45632,greek
4143,mexican
11310,italian
32839,japanese
48171,korean
22896,italian
10878,mexican
31643,mexican
47624,thai
35141,italian
13498,chinese
24566,french
16533,indian
15437,mexican
19426,greek
32416,mexican
2427,italian
9178,brazilian
40606,italian
28450,japanese
7946,italian
21756,greek
17843,southern_us
44066,british
7427,chinese
11297,korean
42965,greek
23067,french
35066,thai
27938,greek
39075,italian
20200,southern_us
19823,italian
12336,chinese
34714,mexican
45388,italian
25639,greek
33985,russian
25524,thai
19641,chinese
11106,chinese
22165,italian
35412,greek
23475,japanese
1570,mexican
12815,mexican
37253,indian
16900,italian
7701,southern_us
49391,mexican
1132,brazilian
13051,italian
2284,thai
21410,british
25604,greek
45746,thai
35911,southern_us
26608,japanese
16991,french
40657,mexican
47960,mexican
38408,southern_us
1295,vietnamese
40139,italian
38538,southern_us
26420,spanish
10326,thai
5181,mexican
18210,indian
3241,southern_us
27062,mexican
41527,thai
45484,thai
38755,southern_us
47246,italian
164,spanish
723,moroccan
299,italian
1519,southern_us
34077,japanese
45254,indian
34760,french
11154,mexican
26274,italian
15081,italian
45100,mexican
1417,british
32083,italian
29971,italian
17679,cajun_creole
36539,indian
34975,chinese
4633,russian
10321,greek
35565,italian
26919,chinese
9549,italian
31863,mexican
22053,southern_us
19443,greek
18540,italian
23354,italian
13859,french
23904,vietnamese
6675,french
18595,southern_us
12967,chinese
17283,mexican
23211,mexican
14358,mexican
31398,russian
42650,italian
25258,chinese
18457,vietnamese
11810,mexican
9499,cajun_creole
11943,thai
6810,chinese
34323,brazilian
23296,korean
45927,italian
45196,southern_us
19917,japanese
20210,italian
41629,chinese
39907,italian
4956,mexican
37058,southern_us
20859,japanese
3315,italian
4401,korean
21361,italian
44164,french
26391,italian
47771,italian
44140,greek
43739,indian
12481,spanish
12292,vietnamese
15965,indian
23409,chinese
39005,chinese
2774,chinese
14529,japanese
16926,mexican
26890,brazilian
9663,chinese
43052,thai
24193,irish
5476,italian
10048,greek
1981,mexican
12194,chinese
22202,irish
7626,japanese
37365,mexican
44144,indian
37723,filipino
47194,southern_us
30827,italian
33108,vietnamese
2075,cajun_creole
6326,italian
11083,mexican
30311,korean
45371,thai
18232,indian
9768,japanese
6648,southern_us
35650,spanish
23013,southern_us
6669,british
42670,mexican
18155,brazilian
44622,vietnamese
28426,mexican
23743,mexican
14176,brazilian
9576,mexican
36577,mexican
16671,italian
22964,moroccan
16424,french
47225,indian
17565,southern_us
36401,filipino
30314,italian
32982,greek
21866,french
1475,italian
13053,indian
33983,irish
24051,mexican
22800,french
16561,chinese
2740,southern_us
219,mexican
48737,greek
2164,french
13579,italian
71,japanese
12420,cajun_creole
35209,mexican
11472,indian
43172,chinese
24927,cajun_creole
37102,italian
10743,french
27874,mexican
9565,brazilian
21419,greek
767,korean
28308,italian
37605,italian
9558,mexican
31527,spanish
2419,chinese
7541,chinese
11400,greek
23487,mexican
8087,mexican
21906,italian
48830,mexican
37328,southern_us
45490,italian
9710,italian
16153,mexican
39537,moroccan
13923,filipino
8120,southern_us
12923,southern_us
1556,southern_us
6871,southern_us
34201,russian
36146,jamaican
33170,southern_us
20082,mexican
26517,southern_us
15214,cajun_creole
34092,southern_us
40902,cajun_creole
44452,vietnamese
2083,italian
44897,mexican
17850,korean
26693,french
19618,italian
35589,indian
46084,southern_us
17256,mexican
47570,mexican
32796,indian
27047,mexican
39487,french
130,thai
17627,cajun_creole
29072,southern_us
1108,cajun_creole
22666,mexican
41630,southern_us
27289,italian
42299,southern_us
36078,italian
7098,indian
46999,brazilian
28791,chinese
39576,mexican
2447,french
22449,thai
23828,italian
5660,mexican
47460,mexican
17912,southern_us
12288,southern_us
44037,italian
20875,mexican
6500,korean
13813,mexican
4907,indian
38186,greek
9816,mexican
8170,french
21681,mexican
42384,italian
35366,italian
34244,indian
35421,mexican
33457,mexican
28026,filipino
38122,indian
21362,french
42253,cajun_creole
21994,italian
34457,thai
40229,jamaican
10181,mexican
38257,moroccan
40992,southern_us
15617,italian
34754,thai
45459,french
31295,cajun_creole
44977,southern_us
18322,japanese
23257,mexican
10084,italian
16445,indian
10594,indian
26828,greek
47643,japanese
49680,japanese
27446,italian
8731,spanish
37341,indian
42241,japanese
13669,french
21403,mexican
688,mexican
23894,southern_us
35753,french
44692,italian
235,mexican
20982,moroccan
10166,mexican
2187,italian
5022,thai
49037,italian
44478,french
8912,southern_us
8919,french
23856,southern_us
14647,mexican
48870,filipino
14377,mexican
18548,french
39591,italian
46746,italian
31926,italian
10159,thai
11342,korean
32421,cajun_creole
19969,italian
3029,southern_us
39565,southern_us
7426,southern_us
20624,greek
4385,italian
18761,cajun_creole
46710,chinese
46241,southern_us
14208,moroccan
29323,cajun_creole
40663,irish
32391,mexican
9506,italian
35402,italian
48796,italian
4657,thai
2404,mexican
36923,southern_us
41762,italian
19344,vietnamese
19876,italian
39452,southern_us
19209,indian
35461,thai
5784,southern_us
40345,brazilian
24765,french
25563,cajun_creole
40680,mexican
36932,cajun_creole
28106,mexican
12717,mexican
40100,italian
6960,southern_us
20724,korean
24433,italian
32118,chinese
22353,italian
23040,mexican
46246,italian
36642,southern_us
21579,italian
24073,chinese
16775,southern_us
24732,spanish
24221,brazilian
33300,italian
34971,thai
19777,thai
24337,italian
24709,japanese
28557,italian
8963,french
31515,korean
22575,french
11011,italian
42030,italian
48012,cajun_creole
13623,chinese
49552,indian
5702,chinese
3847,italian
34221,italian
4312,italian
35834,moroccan
11849,cajun_creole
38290,indian
3064,southern_us
30099,russian
37354,mexican
27877,french
45642,indian
10629,italian
17557,mexican
3725,mexican
49507,french
5560,moroccan
42239,italian
29559,thai
46028,french
26523,mexican
28313,british
32502,thai
43610,filipino
35563,italian
22160,chinese
11258,chinese
36220,indian
15974,spanish
30449,indian
29676,japanese
29951,korean
2268,british
36813,mexican
28096,mexican
40471,chinese
6545,french
33598,indian
22338,mexican
41918,filipino
2133,mexican
42259,thai
11056,mexican
7034,italian
17040,vietnamese
35238,french
46155,southern_us
23356,italian
3909,indian
22107,mexican
1656,japanese
9302,southern_us
19473,italian
13566,indian
23424,italian
4139,southern_us
15970,southern_us
47732,moroccan
37251,french
44870,thai
9773,italian
2131,brazilian
6381,italian
9613,italian
47364,chinese
34376,italian
26408,indian
4763,italian
18982,mexican
2766,chinese
19247,chinese
13462,french
19678,southern_us
22814,french
18582,greek
3124,japanese
19347,greek
8812,cajun_creole
22037,southern_us
15423,french
35960,southern_us
49336,mexican
1255,mexican
17646,cajun_creole
20631,italian
19492,mexican
22895,greek
18607,italian
34569,chinese
48356,spanish
12252,southern_us
21071,italian
22458,southern_us
19585,southern_us
15597,british
15038,indian
20028,mexican
29764,mexican
17206,british
40901,mexican
37954,japanese
16933,thai
42657,moroccan
21846,chinese
33834,chinese
25873,italian
5938,filipino
34762,brazilian
39835,french
5805,indian
13914,chinese
45924,indian
41460,cajun_creole
37287,italian
25059,italian
34872,mexican
7524,chinese
10427,vietnamese
8014,italian
14740,cajun_creole
24329,southern_us
38514,thai
12665,thai
24655,italian
7078,chinese
15995,southern_us
15861,italian
30662,mexican
17836,italian
2078,french
3600,italian
46302,indian
28375,southern_us
34839,thai
18345,greek
23205,french
34763,cajun_creole
26692,cajun_creole
10317,vietnamese
11767,mexican
36881,french
33468,japanese
20669,mexican
18159,vietnamese
22891,russian
39588,italian
35941,chinese
15981,mexican
26013,chinese
5076,chinese
1573,italian
39380,french
13845,irish
35146,jamaican
32924,southern_us
9567,italian
35203,italian
39666,greek
17786,thai
21936,italian
8668,chinese
41339,greek
32268,italian
29706,mexican
42032,jamaican
8105,irish
11218,french
7159,italian
47817,italian
1572,indian
38720,southern_us
14780,mexican
31839,spanish
6501,french
39533,southern_us
22820,southern_us
9619,southern_us
14025,italian
19697,italian
5370,southern_us
32639,cajun_creole
15249,southern_us
47776,greek
48134,brazilian
24141,chinese
4117,chinese
20578,southern_us
47585,irish
20326,brazilian
43932,italian
29704,chinese
12447,cajun_creole
38117,italian
2684,mexican
25371,mexican
25518,chinese
27083,italian
16073,indian
45667,cajun_creole
44188,spanish
44888,italian
41594,moroccan
1061,chinese
6536,italian
31586,southern_us
9792,japanese
40395,vietnamese
24861,italian
32253,indian
31082,french
19298,jamaican
6600,cajun_creole
46939,italian
6092,irish
36600,indian
45979,italian
46910,italian
14174,japanese
10609,mexican
28647,moroccan
19066,spanish
16803,greek
49114,italian
14664,southern_us
39670,french
4583,indian
31121,southern_us
12589,korean
22551,italian
11817,southern_us
22003,indian
42091,korean
45966,italian
6811,french
2711,mexican
44757,filipino
5349,spanish
30294,vietnamese
48944,indian
44048,italian
411,southern_us
44998,japanese
18078,thai
48533,italian
16485,vietnamese
32939,greek
11808,italian
23059,chinese
16466,italian
7315,british
13178,indian
2751,indian
41395,mexican
20534,french
12111,french
38708,southern_us
37481,mexican
28048,mexican
13123,italian
2174,mexican
17190,cajun_creole
25756,mexican
38180,moroccan
26892,cajun_creole
23757,thai
8553,french
36272,thai
35224,indian
5203,southern_us
23565,irish
31420,thai
43491,thai
38773,southern_us
15223,indian
17763,french
24528,korean
21704,french
45329,mexican
48876,southern_us
3741,mexican
47710,italian
9182,italian
13782,mexican
3369,korean
11985,southern_us
39817,chinese
26869,japanese
37461,indian
24217,mexican
2474,italian
45929,french
12768,russian
924,southern_us
13258,british
7955,mexican
37056,chinese
17934,mexican
5843,korean
46881,french
4049,mexican
24173,southern_us
4683,italian
32612,chinese
11314,mexican
13550,mexican
2483,indian
9573,italian
34113,chinese
37865,korean
36951,brazilian
4703,moroccan
10734,indian
40444,jamaican
44334,southern_us
35991,spanish
34020,spanish
3743,japanese
18305,thai
7877,spanish
10606,cajun_creole
30584,southern_us
9266,japanese
35196,mexican
41070,southern_us
25930,filipino
48564,southern_us
14213,thai
6618,mexican
18479,cajun_creole
10279,italian
30750,cajun_creole
45701,italian
22947,chinese
6467,japanese
16365,indian
7184,italian
23270,mexican
41805,southern_us
7537,indian
18616,chinese
42857,moroccan
37906,irish
16846,italian
573,mexican
26657,russian
12408,british
38232,italian
33447,british
40227,italian
35760,italian
1385,italian
47866,italian
30871,filipino
22604,chinese
39397,mexican
38782,jamaican
45343,italian
26112,indian
10209,italian
31702,moroccan
37943,filipino
23471,french
3529,japanese
46794,mexican
16626,mexican
32361,japanese
20932,cajun_creole
11183,indian
33661,italian
12681,mexican
2450,mexican
23979,southern_us
18465,greek
28234,italian
47449,mexican
33869,indian
4924,mexican
18862,thai
30556,indian
35762,british
7396,jamaican
21232,moroccan
18299,chinese
35468,french
42838,italian
33972,cajun_creole
46021,korean
1627,italian
28873,italian
38927,mexican
25262,chinese
19152,italian
11061,russian
27000,southern_us
37396,chinese
47358,mexican
47825,korean
24681,russian
37706,french
44056,southern_us
38298,italian
30788,italian
36144,mexican
21792,cajun_creole
31745,greek
15104,french
30589,thai
14235,indian
2608,mexican
34828,southern_us
3282,italian
4336,southern_us
25666,jamaican
17831,indian
17008,italian
35845,mexican
19494,french
30797,italian
33763,mexican
19950,southern_us
23089,mexican
32074,chinese
49640,southern_us
8403,chinese
15879,italian
7949,russian
31483,thai
32928,southern_us
27647,southern_us
34616,spanish
21113,french
41599,cajun_creole
23924,thai
36335,italian
36194,italian
10980,mexican
45999,italian
3943,mexican
188,italian
5799,spanish
20964,italian
2716,french
5464,italian
17640,italian
39437,filipino
14835,thai
3094,british
14826,french
30173,mexican
37811,mexican
22363,korean
6369,mexican
26850,jamaican
48887,italian
44405,italian
21477,jamaican
32697,indian
38843,mexican
20076,southern_us
26429,mexican
35648,thai
41794,filipino
22100,italian
30216,southern_us
17656,indian
17317,southern_us
4928,italian
43965,mexican
6404,irish
12274,chinese
6651,southern_us
40406,italian
40933,french
23419,mexican
37867,mexican
28834,italian
23912,chinese
4791,thai
36354,japanese
32298,italian
44577,japanese
48859,chinese
32485,mexican
8394,spanish
7708,italian
38385,southern_us
22622,vietnamese
29716,thai
44462,mexican
9422,mexican
22499,mexican
36,mexican
434,italian
5479,mexican
42420,southern_us
47346,thai
44568,mexican
38650,greek
19191,spanish
22848,british
17886,brazilian
6036,french
38608,mexican
12890,japanese
15709,southern_us
13125,southern_us
48454,italian
36627,moroccan
47884,italian
28,southern_us
45365,southern_us
40795,thai
17651,indian
1530,italian
17604,chinese
4700,mexican
24972,southern_us
23525,mexican
7092,italian
43757,mexican
4808,mexican
7249,southern_us
27589,southern_us
47523,irish
44244,french
10383,korean
37285,mexican
21332,chinese
7311,italian
28052,mexican
31653,italian
1740,italian
5484,italian
41406,southern_us
41907,southern_us
46515,mexican
38392,italian
15925,jamaican
5094,greek
31816,mexican
35713,southern_us
31296,mexican
41640,french
22419,indian
47874,spanish
6570,italian
6936,mexican
34063,southern_us
34141,italian
44572,southern_us
28425,mexican
38481,mexican
18955,italian
46466,cajun_creole
5692,italian
39836,mexican
33718,moroccan
36250,cajun_creole
286,mexican
29766,italian
20541,southern_us
31173,british
46440,french
23905,indian
37232,cajun_creole
8517,italian
21249,southern_us
32700,southern_us
22845,mexican
45461,italian
1307,southern_us
30010,italian
21646,mexican
28148,italian
26450,jamaican
16602,mexican
9928,mexican
27063,southern_us
22273,french
12744,indian
28272,british
30350,chinese
23362,southern_us
13645,spanish
16942,southern_us
34970,italian
27829,irish
38058,mexican
13256,brazilian
31859,italian
43027,southern_us
22235,chinese
2933,cajun_creole
45981,italian
11460,italian
33770,cajun_creole
24399,italian
8006,japanese
48885,french
42585,moroccan
40160,mexican
45541,chinese
22410,thai
26226,mexican
4591,indian
5457,moroccan
39085,italian
24040,mexican
6576,japanese
34310,cajun_creole
27350,mexican
9968,thai
2464,italian
27952,chinese
43388,mexican
33143,filipino
28083,thai
15927,mexican
10255,irish
8011,southern_us
5195,thai
36015,spanish
40910,french
11309,italian
47556,cajun_creole
27958,filipino
27198,mexican
643,italian
40853,indian
15815,japanese
2063,italian
19827,irish
33443,chinese
44632,korean
26773,thai
3203,moroccan
32873,french
24806,chinese
45942,irish
1324,japanese
32526,japanese
48093,moroccan
48942,italian
8845,french
11546,italian
44358,mexican
3209,cajun_creole
10553,mexican
44430,italian
44712,italian
16351,indian
44644,italian
31670,jamaican
49147,italian
19750,french
48121,chinese
22722,french
9910,spanish
14236,italian
48341,italian
23190,thai
20362,cajun_creole
44794,southern_us
39419,mexican
13526,southern_us
42270,japanese
37208,mexican
33824,italian
29953,cajun_creole
16387,chinese
37672,italian
1868,italian
24984,thai
47128,italian
44303,french
20318,chinese
7513,italian
13261,italian
19259,italian
31103,southern_us
24037,greek
29984,southern_us
28159,southern_us
5318,southern_us
23962,mexican
2084,spanish
41793,italian
18960,french
17025,french
15510,southern_us
36832,japanese
20643,italian
4154,mexican
10510,southern_us
45117,southern_us
43403,italian
42471,chinese
6942,italian
33309,french
6689,southern_us
48687,italian
9880,italian
25590,italian
21842,mexican
27151,indian
565,japanese
21740,greek
42399,italian
35928,greek
47060,british
43147,indian
16625,italian
16769,greek
12515,southern_us
14731,southern_us
11658,italian
49467,vietnamese
19749,italian
39723,russian
5722,italian
31967,southern_us
39857,korean
16534,italian
27334,italian
32215,indian
34903,irish
24990,southern_us
31307,mexican
38874,mexican
24130,cajun_creole
27816,vietnamese
939,chinese
38293,french
7889,southern_us
22114,southern_us
24614,japanese
48827,thai
3387,southern_us
41676,french
3152,mexican
38805,mexican
27078,chinese
34940,italian
16855,mexican
41891,mexican
36715,japanese
49455,mexican
26522,spanish
28420,italian
329,french
18986,mexican
31705,french
7402,italian
10212,southern_us
10640,korean
38014,indian
5172,italian
26986,french
5088,vietnamese
24522,italian
1900,mexican
4801,thai
27932,japanese
30941,greek
42354,mexican
48854,russian
39058,italian
34294,french
46593,southern_us
22582,mexican
36937,mexican
34596,french
42570,southern_us
10147,southern_us
44796,vietnamese
46819,mexican
30905,mexican
34980,italian
49265,italian
37563,filipino
25673,chinese
14267,irish
32410,spanish
26392,thai
27384,italian
43045,thai
22576,mexican
11597,greek
22656,italian
47811,greek
7925,russian
14860,chinese
27525,chinese
7798,italian
10848,italian
19062,french
32224,chinese
11529,british
12155,southern_us
30628,cajun_creole
21909,korean
14291,mexican
